name,name_id,specs,time,to,symop,err,file,line,loc,top,signature,weight,proof_coverage,rank,in_calls,out_calls,proof_trace,cyclomatic
"void DataBinderMapper$InnerBrLookup.<clinit>()","android.databinding.DataBinderMapper$InnerBrLookup.<clinit>():void",1,0,  ,140,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/android/databinding/DataBinderMapper.java,138,159,N,"class java.lang.Object *void DataBinderMapper$InnerBrLookup.<clinit>()(class java.lang.String *field)",25,0.96,0.00,0,0,138,1
"DataBinderMapper$InnerBrLookup.<init>()","android.databinding.DataBinderMapper$InnerBrLookup.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/android/databinding/DataBinderMapper.java,137,159,N,"void DataBinderMapper$InnerBrLookup.<init>()(class android.databinding.DataBinderMapper$InnerBrLookup *this)",5,0.80,0.30,0,1,137,1
"DataBinderMapper.<init>()","android.databinding.DataBinderMapper.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/android/databinding/DataBinderMapper.java,6,159,N,"void DataBinderMapper.<init>()(class android.databinding.DataBinderMapper *this)",5,0.80,0.30,0,1,6 7,1
"String DataBinderMapper.convertBrIdToString(int)","android.databinding.DataBinderMapper.convertBrIdToString(int):java.lang.String",2,0,  ,102,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/android/databinding/DataBinderMapper.java,131,159,N,"class java.lang.String *String DataBinderMapper.convertBrIdToString(int)(class android.databinding.DataBinderMapper *this, int id)",9,0.89,0.00,0,0,131 132 133 135,3
"ViewDataBinding DataBinderMapper.getDataBinder(DataBindingComponent,android.view.View[],int)","android.databinding.DataBinderMapper.getDataBinder(android.databinding.DataBindingComponent,android.0A12",2,0,  ,71,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/android/databinding/DataBinderMapper.java,47,159,N,"class android.databinding.ViewDataBinding *ViewDataBinding DataBinderMapper.getDataBinder(DataBindingComponent,android.view.View[],int)(class android.databinding.DataBinderMapper *this, class android.databinding.DataBindingComponent *bindingComponent, class android.view.View *(*views)[_t$1], int layoutId)",8,0.88,0.30,0,1,47 48 50 52,2
"ViewDataBinding DataBinderMapper.getDataBinder(DataBindingComponent,View,int)","android.databinding.DataBinderMapper.getDataBinder(android.databinding.DataBindingComponent,android.E0E6",0,0,TO,334,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/android/databinding/DataBinderMapper.java,8,159,N,"class android.databinding.ViewDataBinding *ViewDataBinding DataBinderMapper.getDataBinder(DataBindingComponent,View,int)(class android.databinding.DataBinderMapper *this, class android.databinding.DataBindingComponent *bindingComponent, class android.view.View *view, int layoutId)",98,0.00,1.26,0,17,,30
"int DataBinderMapper.getLayoutId(String)","android.databinding.DataBinderMapper.getLayoutId(java.lang.String):int",0,0,TO,334,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/android/databinding/DataBinderMapper.java,54,159,N,"int int DataBinderMapper.getLayoutId(String)(class android.databinding.DataBinderMapper *this, class java.lang.String *tag)",110,0.00,0.48,0,2,,36
"DataBindingInfo.<init>()","android.databinding.layouts.DataBindingInfo.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/data-binding-info/debug/android/databinding/layouts/DataBindingInfo.java,6,6,N,"void DataBindingInfo.<init>()(class android.databinding.layouts.DataBindingInfo *this)",5,0.80,0.30,0,1,6,1
"R$anim.<init>()","android.support.v7.appcompat.R$anim.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,10,6867,N,"void R$anim.<init>()(class android.support.v7.appcompat.R$anim *this)",5,0.80,0.30,0,1,10,1
"R$attr.<init>()","android.support.v7.appcompat.R$attr.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,22,6867,N,"void R$attr.<init>()(class android.support.v7.appcompat.R$attr *this)",5,0.80,0.30,0,1,22,1
"R$bool.<init>()","android.support.v7.appcompat.R$bool.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,212,6867,N,"void R$bool.<init>()(class android.support.v7.appcompat.R$bool *this)",5,0.80,0.30,0,1,212 230,1
"R$color.<init>()","android.support.v7.appcompat.R$color.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,100,6867,N,"void R$color.<init>()(class android.support.v7.appcompat.R$color *this)",5,0.80,0.30,0,1,100 240,1
"R$dimen.<init>()","android.support.v7.appcompat.R$dimen.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,302,6867,N,"void R$dimen.<init>()(class android.support.v7.appcompat.R$dimen *this)",5,0.80,0.30,0,1,302 312,1
"R$drawable.<init>()","android.support.v7.appcompat.R$drawable.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,389,6867,N,"void R$drawable.<init>()(class android.support.v7.appcompat.R$drawable *this)",5,0.80,0.30,0,1,389,1
"R$id.<init>()","android.support.v7.appcompat.R$id.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,339,6867,N,"void R$id.<init>()(class android.support.v7.appcompat.R$id *this)",5,0.80,0.30,0,1,339 461,1
"R$integer.<init>()","android.support.v7.appcompat.R$integer.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,184,6867,N,"void R$integer.<init>()(class android.support.v7.appcompat.R$integer *this)",5,0.80,0.30,0,1,184 556,1
"R$layout.<init>()","android.support.v7.appcompat.R$layout.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,563,6867,N,"void R$layout.<init>()(class android.support.v7.appcompat.R$layout *this)",5,0.80,0.30,0,1,563,1
"R$string.<init>()","android.support.v7.appcompat.R$string.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,442,6867,N,"void R$string.<init>()(class android.support.v7.appcompat.R$string *this)",5,0.80,0.30,0,1,442 602,1
"R$style.<init>()","android.support.v7.appcompat.R$style.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,624,6867,N,"void R$style.<init>()(class android.support.v7.appcompat.R$style *this)",5,0.80,0.30,0,1,624,1
"void R$styleable.<clinit>()","android.support.v7.appcompat.R$styleable.<clinit>():void",0,0,TO,334,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,934,6867,N,"class java.lang.Object *void R$styleable.<clinit>()(class java.lang.String *field)",352,0.00,0.00,0,0,,1
"R$styleable.<init>()","android.support.v7.appcompat.R$styleable.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,933,6867,N,"void R$styleable.<init>()(class android.support.v7.appcompat.R$styleable *this)",5,0.80,0.30,0,1,933,1
"R.<init>()","android.support.v7.appcompat.R.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,1,6867,N,"void R.<init>()(class android.support.v7.appcompat.R *this)",5,0.80,0.30,0,1,1 9 933,1
"R$attr.<init>()","android.support.v7.cardview.R$attr.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,10,6867,N,"void R$attr.<init>()(class android.support.v7.cardview.R$attr *this)",5,0.80,0.30,0,1,10,1
"R$color.<init>()","android.support.v7.cardview.R$color.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,23,6867,N,"void R$color.<init>()(class android.support.v7.cardview.R$color *this)",5,0.80,0.30,0,1,23,1
"R$dimen.<init>()","android.support.v7.cardview.R$dimen.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,29,6867,N,"void R$dimen.<init>()(class android.support.v7.cardview.R$dimen *this)",5,0.80,0.30,0,1,29,1
"R$style.<init>()","android.support.v7.cardview.R$style.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,34,6867,N,"void R$style.<init>()(class android.support.v7.cardview.R$style *this)",5,0.80,0.30,0,1,34,1
"void R$styleable.<clinit>()","android.support.v7.cardview.R$styleable.<clinit>():void",1,0,  ,92,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,40,6867,N,"class java.lang.Object *void R$styleable.<clinit>()(class java.lang.String *field)",17,0.94,0.00,0,0,40,1
"R$styleable.<init>()","android.support.v7.cardview.R$styleable.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,39,6867,N,"void R$styleable.<init>()(class android.support.v7.cardview.R$styleable *this)",5,0.80,0.30,0,1,39,1
"R.<init>()","android.support.v7.cardview.R.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,1,6867,N,"void R.<init>()(class android.support.v7.cardview.R *this)",5,0.80,0.30,0,1,1 9 39,1
"R$attr.<init>()","android.support.v7.recyclerview.R$attr.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,10,6867,N,"void R$attr.<init>()(class android.support.v7.recyclerview.R$attr *this)",5,0.80,0.30,0,1,10,1
"R$dimen.<init>()","android.support.v7.recyclerview.R$dimen.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,16,6867,N,"void R$dimen.<init>()(class android.support.v7.recyclerview.R$dimen *this)",5,0.80,0.30,0,1,16,1
"R$id.<init>()","android.support.v7.recyclerview.R$id.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,19,6867,N,"void R$id.<init>()(class android.support.v7.recyclerview.R$id *this)",5,0.80,0.30,0,1,19,1
"void R$styleable.<clinit>()","android.support.v7.recyclerview.R$styleable.<clinit>():void",1,0,  ,56,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,23,6867,N,"class java.lang.Object *void R$styleable.<clinit>()(class java.lang.String *field)",11,0.91,0.00,0,0,23,1
"R$styleable.<init>()","android.support.v7.recyclerview.R$styleable.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,22,6867,N,"void R$styleable.<init>()(class android.support.v7.recyclerview.R$styleable *this)",5,0.80,0.30,0,1,22,1
"R.<init>()","android.support.v7.recyclerview.R.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,1,6867,N,"void R.<init>()(class android.support.v7.recyclerview.R *this)",5,0.80,0.30,0,1,1 9 22,1
"R$id.<init>()","com.android.databinding.library.R$id.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,10,6867,N,"void R$id.<init>()(class com.android.databinding.library.R$id *this)",5,0.80,0.30,0,1,10,1
"R.<init>()","com.android.databinding.library.R.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,1,6867,N,"void R.<init>()(class com.android.databinding.library.R *this)",5,0.80,0.30,0,1,1 9 10,1
"BR.<init>()","com.android.databinding.library.baseAdapters.BR.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/android/databinding/library/baseAdapters/BR.java,3,23,N,"void BR.<init>()(class com.android.databinding.library.baseAdapters.BR *this)",5,0.80,0.30,0,1,3,1
"R$id.<init>()","com.android.databinding.library.baseAdapters.R$id.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,10,6867,N,"void R$id.<init>()(class com.android.databinding.library.baseAdapters.R$id *this)",5,0.80,0.30,0,1,10,1
"R.<init>()","com.android.databinding.library.baseAdapters.R.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,1,6867,N,"void R.<init>()(class com.android.databinding.library.baseAdapters.R *this)",5,0.80,0.30,0,1,1 9 10,1
"R$anim.<init>()","com.liangfeizc.avatarview.R$anim.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,10,6867,N,"void R$anim.<init>()(class com.liangfeizc.avatarview.R$anim *this)",5,0.80,0.30,0,1,10,1
"R$attr.<init>()","com.liangfeizc.avatarview.R$attr.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,18,6867,N,"void R$attr.<init>()(class com.liangfeizc.avatarview.R$attr *this)",5,0.80,0.30,0,1,18,1
"R$bool.<init>()","com.liangfeizc.avatarview.R$bool.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,186,6867,N,"void R$bool.<init>()(class com.liangfeizc.avatarview.R$bool *this)",5,0.80,0.30,0,1,186,1
"R$color.<init>()","com.liangfeizc.avatarview.R$color.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,100,6867,N,"void R$color.<init>()(class com.liangfeizc.avatarview.R$color *this)",5,0.80,0.30,0,1,100 194,1
"R$dimen.<init>()","com.liangfeizc.avatarview.R$dimen.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,230,6867,N,"void R$dimen.<init>()(class com.liangfeizc.avatarview.R$dimen *this)",5,0.80,0.30,0,1,230 252,1
"R$drawable.<init>()","com.liangfeizc.avatarview.R$drawable.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,292,6867,N,"void R$drawable.<init>()(class com.liangfeizc.avatarview.R$drawable *this)",5,0.80,0.30,0,1,292,1
"R$id.<init>()","com.liangfeizc.avatarview.R$id.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,339,6867,N,"void R$id.<init>()(class com.liangfeizc.avatarview.R$id *this)",5,0.80,0.30,0,1,339 343,1
"R$integer.<init>()","com.liangfeizc.avatarview.R$integer.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,184,6867,N,"void R$integer.<init>()(class com.liangfeizc.avatarview.R$integer *this)",5,0.80,0.30,0,1,184 406,1
"R$layout.<init>()","com.liangfeizc.avatarview.R$layout.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,409,6867,N,"void R$layout.<init>()(class com.liangfeizc.avatarview.R$layout *this)",5,0.80,0.30,0,1,409,1
"R$string.<init>()","com.liangfeizc.avatarview.R$string.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,172,6867,N,"void R$string.<init>()(class com.liangfeizc.avatarview.R$string *this)",5,0.80,0.30,0,1,172 433,1
"R$style.<init>()","com.liangfeizc.avatarview.R$style.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,452,6867,N,"void R$style.<init>()(class com.liangfeizc.avatarview.R$style *this)",5,0.80,0.30,0,1,452,1
"void R$styleable.<clinit>()","com.liangfeizc.avatarview.R$styleable.<clinit>():void",0,0,TO,334,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,677,6867,N,"class java.lang.Object *void R$styleable.<clinit>()(class java.lang.String *field)",322,0.00,0.00,0,0,,1
"R$styleable.<init>()","com.liangfeizc.avatarview.R$styleable.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,676,6867,N,"void R$styleable.<init>()(class com.liangfeizc.avatarview.R$styleable *this)",5,0.80,0.30,0,1,676,1
"R.<init>()","com.liangfeizc.avatarview.R.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,1,6867,N,"void R.<init>()(class com.liangfeizc.avatarview.R *this)",5,0.80,0.30,0,1,1 9 676,1
"BR.<init>()","com.liangfeizc.databinding.BR.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/android/databinding/library/baseAdapters/BR.java,3,23,N,"void BR.<init>()(class com.liangfeizc.databinding.BR *this)",5,0.80,0.30,0,1,3,1
"void BuildConfig.<clinit>()","com.liangfeizc.databinding.BuildConfig.<clinit>():void",1,0,  ,26,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/buildConfig/debug/com/liangfeizc/databinding/BuildConfig.java,7,13,N,"class java.lang.Object *void BuildConfig.<clinit>()(class java.lang.String *field)",6,0.83,0.30,0,1,7,1
"BuildConfig.<init>()","com.liangfeizc.databinding.BuildConfig.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/buildConfig/debug/com/liangfeizc/databinding/BuildConfig.java,6,13,N,"void BuildConfig.<init>()(class com.liangfeizc.databinding.BuildConfig *this)",5,0.80,0.30,0,1,6,1
"void ContractBinding.<clinit>()","com.liangfeizc.databinding.ContractBinding.<clinit>():void",1,0,  ,14,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/ContractBinding.java,10,139,N,"class java.lang.Object *void ContractBinding.<clinit>()(class java.lang.String *field)",6,0.83,0.00,0,0,10 11 12,1
"ContractBinding.<init>(DataBindingComponent,View)","com.liangfeizc.databinding.ContractBinding.<init>(android.databinding.DataBindingComponent,android.v4ECC",0,0,  ,113,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/ContractBinding.java,22,139,N,"void ContractBinding.<init>(DataBindingComponent,View)(class com.liangfeizc.databinding.ContractBinding *this, class android.databinding.DataBindingComponent *bindingComponent, class android.view.View *root)",17,0.00,1.04,4,6,,1
"ContractBinding ContractBinding.bind(View)","com.liangfeizc.databinding.ContractBinding.bind(android.view.View):com.liangfeizc.databinding.Contra3545",1,0,  ,46,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/ContractBinding.java,126,139,N,"class com.liangfeizc.databinding.ContractBinding *ContractBinding ContractBinding.bind(View)(class android.view.View *view)",6,0.83,1.23,0,16,126,1
"ContractBinding ContractBinding.bind(View,DataBindingComponent)","com.liangfeizc.databinding.ContractBinding.bind(android.view.View,android.databinding.DataBindingCom0F6B",2,0,  ,151,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/ContractBinding.java,129,139,N,"class com.liangfeizc.databinding.ContractBinding *ContractBinding ContractBinding.bind(View,DataBindingComponent)(class android.view.View *view, class android.databinding.DataBindingComponent *bindingComponent)",16,0.44,1.26,3,14,129 132,2
"void ContractBinding.executeBindings()","com.liangfeizc.databinding.ContractBinding.executeBindings():void",1,0,TO,517,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/ContractBinding.java,81,139,N,"void void ContractBinding.executeBindings()(class com.liangfeizc.databinding.ContractBinding *this)",29,0.66,0.60,0,3,81 82 83 84 85 87 88 89 91 95 97 99 103 105 106 108,6
"Contact ContractBinding.getContact()","com.liangfeizc.databinding.ContractBinding.getContact():com.liangfeizc.databinding.model.Contact",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/ContractBinding.java,69,139,N,"class com.liangfeizc.databinding.model.Contact *Contact ContractBinding.getContact()(class com.liangfeizc.databinding.ContractBinding *this)",4,0.75,0.00,0,0,69 70,1
"boolean ContractBinding.hasPendingBindings()","com.liangfeizc.databinding.ContractBinding.hasPendingBindings():boolean",2,0,  ,66,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/ContractBinding.java,44,139,N,"_Bool boolean ContractBinding.hasPendingBindings()(class com.liangfeizc.databinding.ContractBinding *this)",19,0.37,0.00,0,0,44 45 46 47 50,2
"ContractBinding ContractBinding.inflate(LayoutInflater)","com.liangfeizc.databinding.ContractBinding.inflate(android.view.LayoutInflater):com.liangfeizc.databC3F7",0,0,  ,31,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/ContractBinding.java,120,139,N,"class com.liangfeizc.databinding.ContractBinding *ContractBinding ContractBinding.inflate(LayoutInflater)(class android.view.LayoutInflater *inflater)",6,0.00,1.28,0,18,,1
"ContractBinding ContractBinding.inflate(LayoutInflater,DataBindingComponent)","com.liangfeizc.databinding.ContractBinding.inflate(android.view.LayoutInflater,android.databinding.D46F3",1,0,  ,52,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/ContractBinding.java,123,139,N,"class com.liangfeizc.databinding.ContractBinding *ContractBinding ContractBinding.inflate(LayoutInflater,DataBindingComponent)(class android.view.LayoutInflater *inflater, class android.databinding.DataBindingComponent *bindingComponent)",6,0.83,1.26,1,16,123,1
"ContractBinding ContractBinding.inflate(LayoutInflater,ViewGroup,boolean)","com.liangfeizc.databinding.ContractBinding.inflate(android.view.LayoutInflater,android.view.ViewGrou3AFE",1,0,  ,50,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/ContractBinding.java,114,139,N,"class com.liangfeizc.databinding.ContractBinding *ContractBinding ContractBinding.inflate(LayoutInflater,ViewGroup,boolean)(class android.view.LayoutInflater *inflater, class android.view.ViewGroup *root, _Bool attachToRoot)",6,0.83,0.60,0,3,114,1
"ContractBinding ContractBinding.inflate(LayoutInflater,ViewGroup,boolean,DataBindingComponent)","com.liangfeizc.databinding.ContractBinding.inflate(android.view.LayoutInflater,android.view.ViewGrouFA67",1,0,  ,42,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/ContractBinding.java,117,139,N,"class com.liangfeizc.databinding.ContractBinding *ContractBinding ContractBinding.inflate(LayoutInflater,ViewGroup,boolean,DataBindingComponent)(class android.view.LayoutInflater *inflater, class android.view.ViewGroup *root, _Bool attachToRoot, class android.databinding.DataBindingComponent *bindingComponent)",5,0.80,0.48,1,1,117,1
"void ContractBinding.invalidateAll()","com.liangfeizc.databinding.ContractBinding.invalidateAll():void",1,0,  ,38,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/ContractBinding.java,36,139,N,"void void ContractBinding.invalidateAll()(class com.liangfeizc.databinding.ContractBinding *this)",15,0.40,0.85,5,1,36 37 38 40 41,1
"boolean ContractBinding.onFieldChange(int,Object,int)","com.liangfeizc.databinding.ContractBinding.onFieldChange(int,java.lang.Object,int):boolean",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/ContractBinding.java,74,139,N,"_Bool boolean ContractBinding.onFieldChange(int,Object,int)(class com.liangfeizc.databinding.ContractBinding *this, int localFieldId, class java.lang.Object *object, int fieldId)",4,0.75,0.00,0,0,74 77,1
"void ContractBinding.setContact(Contact)","com.liangfeizc.databinding.ContractBinding.setContact(com.liangfeizc.databinding.model.Contact):void",1,0,  ,50,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/ContractBinding.java,62,139,N,"void void ContractBinding.setContact(Contact)(class com.liangfeizc.databinding.ContractBinding *this, class com.liangfeizc.databinding.model.Contact *contact)",16,0.44,0.48,1,1,62 63 64 65 67 68,1
"boolean ContractBinding.setVariable(int,Object)","com.liangfeizc.databinding.ContractBinding.setVariable(int,java.lang.Object):boolean",2,0,  ,61,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/ContractBinding.java,53,139,N,"_Bool boolean ContractBinding.setVariable(int,Object)(class com.liangfeizc.databinding.ContractBinding *this, int variableId, class java.lang.Object *variable)",8,0.88,0.48,0,2,53 54 56 57 59,2
"R$anim.<init>()","com.liangfeizc.databinding.R$anim.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,11,6867,N,"void R$anim.<init>()(class com.liangfeizc.databinding.R$anim *this)",5,0.80,0.30,0,1,11,1
"R$attr.<init>()","com.liangfeizc.databinding.R$attr.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,23,6867,N,"void R$attr.<init>()(class com.liangfeizc.databinding.R$attr *this)",5,0.80,0.30,0,1,23,1
"R$bool.<init>()","com.liangfeizc.databinding.R$bool.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,1545,6867,N,"void R$bool.<init>()(class com.liangfeizc.databinding.R$bool *this)",5,0.80,0.30,0,1,1545,1
"R$color.<init>()","com.liangfeizc.databinding.R$color.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,1555,6867,N,"void R$color.<init>()(class com.liangfeizc.databinding.R$color *this)",5,0.80,0.30,0,1,1555,1
