name,name_id,specs,time,to,symop,err,file,line,loc,top,signature,weight,proof_coverage,rank,in_calls,out_calls,proof_trace,cyclomatic
"boolean ActivityBasicBinding.onFieldChange(int,Object,int)","com.liangfeizc.databinding.databinding.ActivityBasicBinding.onFieldChange(int,java.lang.Object,int):B069",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityBasicBinding.java,83,196,N,"_Bool boolean ActivityBasicBinding.onFieldChange(int,Object,int)(class com.liangfeizc.databinding.databinding.ActivityBasicBinding *this, int localFieldId, class java.lang.Object *object, int fieldId)",4,0.75,0.00,0,0,83 86,1
"void ActivityBasicBinding.setUser(User)","com.liangfeizc.databinding.databinding.ActivityBasicBinding.setUser(com.liangfeizc.databinding.modelEE4E",1,0,  ,50,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityBasicBinding.java,71,196,N,"void void ActivityBasicBinding.setUser(User)(class com.liangfeizc.databinding.databinding.ActivityBasicBinding *this, class com.liangfeizc.databinding.model.User *user)",16,0.44,0.48,1,1,71 72 73 74 76 77,1
"boolean ActivityBasicBinding.setVariable(int,Object)","com.liangfeizc.databinding.databinding.ActivityBasicBinding.setVariable(int,java.lang.Object):boolea5092",2,0,  ,61,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityBasicBinding.java,62,196,N,"_Bool boolean ActivityBasicBinding.setVariable(int,Object)(class com.liangfeizc.databinding.databinding.ActivityBasicBinding *this, int variableId, class java.lang.Object *variable)",8,0.88,0.48,0,2,62 63 65 66 68,2
"void ActivityConversionsBinding.<clinit>()","com.liangfeizc.databinding.databinding.ActivityConversionsBinding.<clinit>():void",1,0,  ,14,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityConversionsBinding.java,10,193,N,"class java.lang.Object *void ActivityConversionsBinding.<clinit>()(class java.lang.String *field)",6,0.83,0.00,0,0,10 11 12,1
"ActivityConversionsBinding.<init>(DataBindingComponent,View)","com.liangfeizc.databinding.databinding.ActivityConversionsBinding.<init>(android.databinding.DataBinDE10",0,0,  ,113,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityConversionsBinding.java,23,193,N,"void ActivityConversionsBinding.<init>(DataBindingComponent,View)(class com.liangfeizc.databinding.databinding.ActivityConversionsBinding *this, class android.databinding.DataBindingComponent *bindingComponent, class android.view.View *root)",17,0.00,1.04,4,6,,1
"ActivityConversionsBinding ActivityConversionsBinding.bind(View)","com.liangfeizc.databinding.databinding.ActivityConversionsBinding.bind(android.view.View):com.liangfCA9E",1,0,  ,46,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityConversionsBinding.java,175,193,N,"class com.liangfeizc.databinding.databinding.ActivityConversionsBinding *ActivityConversionsBinding ActivityConversionsBinding.bind(View)(class android.view.View *view)",6,0.83,1.23,0,16,175,1
"ActivityConversionsBinding ActivityConversionsBinding.bind(View,DataBindingComponent)","com.liangfeizc.databinding.databinding.ActivityConversionsBinding.bind(android.view.View,android.dat6337",2,0,  ,151,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityConversionsBinding.java,177,193,N,"class com.liangfeizc.databinding.databinding.ActivityConversionsBinding *ActivityConversionsBinding ActivityConversionsBinding.bind(View,DataBindingComponent)(class android.view.View *view, class android.databinding.DataBindingComponent *bindingComponent)",16,0.44,1.26,3,14,177 178 181,2
"void ActivityConversionsBinding.executeBindings()","com.liangfeizc.databinding.databinding.ActivityConversionsBinding.executeBindings():void",0,0,TO,334,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityConversionsBinding.java,108,193,N,"void void ActivityConversionsBinding.executeBindings()(class com.liangfeizc.databinding.databinding.ActivityConversionsBinding *this)",69,0.00,1.15,0,13,,16
"float ActivityConversionsBinding.getHeight()","com.liangfeizc.databinding.databinding.ActivityConversionsBinding.getHeight():float",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityConversionsBinding.java,73,193,N,"float float ActivityConversionsBinding.getHeight()(class com.liangfeizc.databinding.databinding.ActivityConversionsBinding *this)",4,0.75,0.00,0,0,73 74,1
"ObservableBoolean ActivityConversionsBinding.getIsError()","com.liangfeizc.databinding.databinding.ActivityConversionsBinding.getIsError():android.databinding.O9E58",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityConversionsBinding.java,84,193,N,"class android.databinding.ObservableBoolean *ObservableBoolean ActivityConversionsBinding.getIsError()(class com.liangfeizc.databinding.databinding.ActivityConversionsBinding *this)",4,0.75,0.00,0,0,84 85,1
"boolean ActivityConversionsBinding.hasPendingBindings()","com.liangfeizc.databinding.databinding.ActivityConversionsBinding.hasPendingBindings():boolean",2,0,  ,66,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityConversionsBinding.java,45,193,N,"_Bool boolean ActivityConversionsBinding.hasPendingBindings()(class com.liangfeizc.databinding.databinding.ActivityConversionsBinding *this)",19,0.37,0.00,0,0,45 46 47 48 51,2
"ActivityConversionsBinding ActivityConversionsBinding.inflate(LayoutInflater)","com.liangfeizc.databinding.databinding.ActivityConversionsBinding.inflate(android.view.LayoutInflate1F7E",0,0,  ,31,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityConversionsBinding.java,169,193,N,"class com.liangfeizc.databinding.databinding.ActivityConversionsBinding *ActivityConversionsBinding ActivityConversionsBinding.inflate(LayoutInflater)(class android.view.LayoutInflater *inflater)",6,0.00,1.28,0,18,,1
"ActivityConversionsBinding ActivityConversionsBinding.inflate(LayoutInflater,DataBindingComponent)","com.liangfeizc.databinding.databinding.ActivityConversionsBinding.inflate(android.view.LayoutInflate6F04",1,0,  ,52,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityConversionsBinding.java,172,193,N,"class com.liangfeizc.databinding.databinding.ActivityConversionsBinding *ActivityConversionsBinding ActivityConversionsBinding.inflate(LayoutInflater,DataBindingComponent)(class android.view.LayoutInflater *inflater, class android.databinding.DataBindingComponent *bindingComponent)",6,0.83,1.26,1,16,172,1
"ActivityConversionsBinding ActivityConversionsBinding.inflate(LayoutInflater,ViewGroup,boolean)","com.liangfeizc.databinding.databinding.ActivityConversionsBinding.inflate(android.view.LayoutInflate858D",1,0,  ,50,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityConversionsBinding.java,163,193,N,"class com.liangfeizc.databinding.databinding.ActivityConversionsBinding *ActivityConversionsBinding ActivityConversionsBinding.inflate(LayoutInflater,ViewGroup,boolean)(class android.view.LayoutInflater *inflater, class android.view.ViewGroup *root, _Bool attachToRoot)",6,0.83,0.60,0,3,163,1
"ActivityConversionsBinding ActivityConversionsBinding.inflate(LayoutInflater,ViewGroup,boolean,DataBindingComponent)","com.liangfeizc.databinding.databinding.ActivityConversionsBinding.inflate(android.view.LayoutInflateD84C",1,0,  ,42,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityConversionsBinding.java,166,193,N,"class com.liangfeizc.databinding.databinding.ActivityConversionsBinding *ActivityConversionsBinding ActivityConversionsBinding.inflate(LayoutInflater,ViewGroup,boolean,DataBindingComponent)(class android.view.LayoutInflater *inflater, class android.view.ViewGroup *root, _Bool attachToRoot, class android.databinding.DataBindingComponent *bindingComponent)",5,0.80,0.48,1,1,166,1
"void ActivityConversionsBinding.invalidateAll()","com.liangfeizc.databinding.databinding.ActivityConversionsBinding.invalidateAll():void",1,0,  ,38,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityConversionsBinding.java,37,193,N,"void void ActivityConversionsBinding.invalidateAll()(class com.liangfeizc.databinding.databinding.ActivityConversionsBinding *this)",15,0.40,0.85,5,1,37 38 39 41 42,1
"boolean ActivityConversionsBinding.onChangeIsError(ObservableBoolean,int)","com.liangfeizc.databinding.databinding.ActivityConversionsBinding.onChangeIsError(android.databindin087C",2,0,  ,73,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityConversionsBinding.java,96,193,N,"_Bool boolean ActivityConversionsBinding.onChangeIsError(ObservableBoolean,int)(class com.liangfeizc.databinding.databinding.ActivityConversionsBinding *this, class android.databinding.ObservableBoolean *isError, int fieldId)",17,0.47,0.30,1,0,96 97 99 100 102 104,2
"boolean ActivityConversionsBinding.onFieldChange(int,Object,int)","com.liangfeizc.databinding.databinding.ActivityConversionsBinding.onFieldChange(int,java.lang.ObjectD3FA",3,0,  ,117,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityConversionsBinding.java,89,193,N,"_Bool boolean ActivityConversionsBinding.onFieldChange(int,Object,int)(class com.liangfeizc.databinding.databinding.ActivityConversionsBinding *this, int localFieldId, class java.lang.Object *object, int fieldId)",8,0.88,0.30,0,1,89 90 92 94,2
"void ActivityConversionsBinding.setHeight(float)","com.liangfeizc.databinding.databinding.ActivityConversionsBinding.setHeight(float):void",1,0,  ,50,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityConversionsBinding.java,66,193,N,"void void ActivityConversionsBinding.setHeight(float)(class com.liangfeizc.databinding.databinding.ActivityConversionsBinding *this, float height)",16,0.44,0.60,2,1,66 67 68 69 71 72,1
"void ActivityConversionsBinding.setIsError(ObservableBoolean)","com.liangfeizc.databinding.databinding.ActivityConversionsBinding.setIsError(android.databinding.ObsAA65",1,0,  ,66,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityConversionsBinding.java,76,193,N,"void void ActivityConversionsBinding.setIsError(ObservableBoolean)(class com.liangfeizc.databinding.databinding.ActivityConversionsBinding *this, class android.databinding.ObservableBoolean *isError)",17,0.47,0.70,2,2,76 77 78 79 80 82 83,1
"boolean ActivityConversionsBinding.setVariable(int,Object)","com.liangfeizc.databinding.databinding.ActivityConversionsBinding.setVariable(int,java.lang.Object):182F",3,0,  ,127,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityConversionsBinding.java,54,193,N,"_Bool boolean ActivityConversionsBinding.setVariable(int,Object)(class com.liangfeizc.databinding.databinding.ActivityConversionsBinding *this, int variableId, class java.lang.Object *variable)",13,0.92,0.78,0,5,54 55 57 58 60 61 63,3
"void ActivityDynamicBinding.<clinit>()","com.liangfeizc.databinding.databinding.ActivityDynamicBinding.<clinit>():void",1,0,  ,38,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityDynamicBinding.java,10,100,N,"class java.lang.Object *void ActivityDynamicBinding.<clinit>()(class java.lang.String *field)",8,0.88,0.48,0,2,10 11 12 13,1
"ActivityDynamicBinding.<init>(DataBindingComponent,View)","com.liangfeizc.databinding.databinding.ActivityDynamicBinding.<init>(android.databinding.DataBindingB4FE",0,0,  ,96,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityDynamicBinding.java,21,100,N,"void ActivityDynamicBinding.<init>(DataBindingComponent,View)(class com.liangfeizc.databinding.databinding.ActivityDynamicBinding *this, class android.databinding.DataBindingComponent *bindingComponent, class android.view.View *root)",14,0.00,1.04,4,6,,1
"ActivityDynamicBinding ActivityDynamicBinding.bind(View)","com.liangfeizc.databinding.databinding.ActivityDynamicBinding.bind(android.view.View):com.liangfeizcBC05",1,0,  ,46,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityDynamicBinding.java,88,100,N,"class com.liangfeizc.databinding.databinding.ActivityDynamicBinding *ActivityDynamicBinding ActivityDynamicBinding.bind(View)(class android.view.View *view)",6,0.83,1.23,0,16,88,1
"ActivityDynamicBinding ActivityDynamicBinding.bind(View,DataBindingComponent)","com.liangfeizc.databinding.databinding.ActivityDynamicBinding.bind(android.view.View,android.databin2D67",2,0,  ,151,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityDynamicBinding.java,90,100,N,"class com.liangfeizc.databinding.databinding.ActivityDynamicBinding *ActivityDynamicBinding ActivityDynamicBinding.bind(View,DataBindingComponent)(class android.view.View *view, class android.databinding.DataBindingComponent *bindingComponent)",16,0.44,1.26,3,14,90 91 94,2
"void ActivityDynamicBinding.executeBindings()","com.liangfeizc.databinding.databinding.ActivityDynamicBinding.executeBindings():void",1,0,  ,46,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityDynamicBinding.java,63,100,N,"void void ActivityDynamicBinding.executeBindings()(class com.liangfeizc.databinding.databinding.ActivityDynamicBinding *this)",16,0.44,0.00,0,0,63 64 65 66 67 70,1
"boolean ActivityDynamicBinding.hasPendingBindings()","com.liangfeizc.databinding.databinding.ActivityDynamicBinding.hasPendingBindings():boolean",2,0,  ,66,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityDynamicBinding.java,40,100,N,"_Bool boolean ActivityDynamicBinding.hasPendingBindings()(class com.liangfeizc.databinding.databinding.ActivityDynamicBinding *this)",19,0.37,0.00,0,0,40 41 42 43 46,2
"ActivityDynamicBinding ActivityDynamicBinding.inflate(LayoutInflater)","com.liangfeizc.databinding.databinding.ActivityDynamicBinding.inflate(android.view.LayoutInflater):cD51E",0,0,  ,31,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityDynamicBinding.java,82,100,N,"class com.liangfeizc.databinding.databinding.ActivityDynamicBinding *ActivityDynamicBinding ActivityDynamicBinding.inflate(LayoutInflater)(class android.view.LayoutInflater *inflater)",6,0.00,1.28,0,18,,1
"ActivityDynamicBinding ActivityDynamicBinding.inflate(LayoutInflater,DataBindingComponent)","com.liangfeizc.databinding.databinding.ActivityDynamicBinding.inflate(android.view.LayoutInflater,an35C7",1,0,  ,52,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityDynamicBinding.java,85,100,N,"class com.liangfeizc.databinding.databinding.ActivityDynamicBinding *ActivityDynamicBinding ActivityDynamicBinding.inflate(LayoutInflater,DataBindingComponent)(class android.view.LayoutInflater *inflater, class android.databinding.DataBindingComponent *bindingComponent)",6,0.83,1.26,1,16,85,1
"ActivityDynamicBinding ActivityDynamicBinding.inflate(LayoutInflater,ViewGroup,boolean)","com.liangfeizc.databinding.databinding.ActivityDynamicBinding.inflate(android.view.LayoutInflater,an9326",1,0,  ,50,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityDynamicBinding.java,76,100,N,"class com.liangfeizc.databinding.databinding.ActivityDynamicBinding *ActivityDynamicBinding ActivityDynamicBinding.inflate(LayoutInflater,ViewGroup,boolean)(class android.view.LayoutInflater *inflater, class android.view.ViewGroup *root, _Bool attachToRoot)",6,0.83,0.60,0,3,76,1
"ActivityDynamicBinding ActivityDynamicBinding.inflate(LayoutInflater,ViewGroup,boolean,DataBindingComponent)","com.liangfeizc.databinding.databinding.ActivityDynamicBinding.inflate(android.view.LayoutInflater,anA902",1,0,  ,42,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityDynamicBinding.java,79,100,N,"class com.liangfeizc.databinding.databinding.ActivityDynamicBinding *ActivityDynamicBinding ActivityDynamicBinding.inflate(LayoutInflater,ViewGroup,boolean,DataBindingComponent)(class android.view.LayoutInflater *inflater, class android.view.ViewGroup *root, _Bool attachToRoot, class android.databinding.DataBindingComponent *bindingComponent)",5,0.80,0.48,1,1,79,1
"void ActivityDynamicBinding.invalidateAll()","com.liangfeizc.databinding.databinding.ActivityDynamicBinding.invalidateAll():void",1,0,  ,38,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityDynamicBinding.java,32,100,N,"void void ActivityDynamicBinding.invalidateAll()(class com.liangfeizc.databinding.databinding.ActivityDynamicBinding *this)",15,0.40,0.85,5,1,32 33 34 36 37,1
"boolean ActivityDynamicBinding.onFieldChange(int,Object,int)","com.liangfeizc.databinding.databinding.ActivityDynamicBinding.onFieldChange(int,java.lang.Object,int9C2F",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityDynamicBinding.java,56,100,N,"_Bool boolean ActivityDynamicBinding.onFieldChange(int,Object,int)(class com.liangfeizc.databinding.databinding.ActivityDynamicBinding *this, int localFieldId, class java.lang.Object *object, int fieldId)",4,0.75,0.00,0,0,56 59,1
"boolean ActivityDynamicBinding.setVariable(int,Object)","com.liangfeizc.databinding.databinding.ActivityDynamicBinding.setVariable(int,java.lang.Object):boolFEF5",1,0,  ,16,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityDynamicBinding.java,49,100,N,"_Bool boolean ActivityDynamicBinding.setVariable(int,Object)(class com.liangfeizc.databinding.databinding.ActivityDynamicBinding *this, int variableId, class java.lang.Object *variable)",4,0.75,0.00,0,0,49 52,1
"void ActivityIncludeBinding.<clinit>()","com.liangfeizc.databinding.databinding.ActivityIncludeBinding.<clinit>():void",1,0,  ,108,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityIncludeBinding.java,10,165,N,"class java.lang.Object *void ActivityIncludeBinding.<clinit>()(class java.lang.String *field)",17,0.94,0.48,0,2,10 11 15 16,1
"ActivityIncludeBinding.<init>(DataBindingComponent,View)","com.liangfeizc.databinding.databinding.ActivityIncludeBinding.<init>(android.databinding.DataBinding2161",0,0,  ,103,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityIncludeBinding.java,27,165,N,"void ActivityIncludeBinding.<init>(DataBindingComponent,View)(class com.liangfeizc.databinding.databinding.ActivityIncludeBinding *this, class android.databinding.DataBindingComponent *bindingComponent, class android.view.View *root)",15,0.00,1.11,4,8,,1
"ActivityIncludeBinding ActivityIncludeBinding.bind(View)","com.liangfeizc.databinding.databinding.ActivityIncludeBinding.bind(android.view.View):com.liangfeizc344E",1,0,  ,46,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityIncludeBinding.java,151,165,N,"class com.liangfeizc.databinding.databinding.ActivityIncludeBinding *ActivityIncludeBinding ActivityIncludeBinding.bind(View)(class android.view.View *view)",6,0.83,1.28,0,18,151,1
"ActivityIncludeBinding ActivityIncludeBinding.bind(View,DataBindingComponent)","com.liangfeizc.databinding.databinding.ActivityIncludeBinding.bind(android.view.View,android.databin12BA",2,0,  ,151,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityIncludeBinding.java,153,165,N,"class com.liangfeizc.databinding.databinding.ActivityIncludeBinding *ActivityIncludeBinding ActivityIncludeBinding.bind(View,DataBindingComponent)(class android.view.View *view, class android.databinding.DataBindingComponent *bindingComponent)",16,0.44,1.30,3,16,153 154 157,2
"void ActivityIncludeBinding.executeBindings()","com.liangfeizc.databinding.databinding.ActivityIncludeBinding.executeBindings():void",0,0,TO,334,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityIncludeBinding.java,105,165,N,"void void ActivityIncludeBinding.executeBindings()(class com.liangfeizc.databinding.databinding.ActivityIncludeBinding *this)",30,0.00,0.60,0,3,,8
"Contact ActivityIncludeBinding.getContact()","com.liangfeizc.databinding.databinding.ActivityIncludeBinding.getContact():com.liangfeizc.databindinF09A",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityIncludeBinding.java,83,165,N,"class com.liangfeizc.databinding.model.Contact *Contact ActivityIncludeBinding.getContact()(class com.liangfeizc.databinding.databinding.ActivityIncludeBinding *this)",4,0.75,0.00,0,0,83 84,1
"User ActivityIncludeBinding.getUser()","com.liangfeizc.databinding.databinding.ActivityIncludeBinding.getUser():com.liangfeizc.databinding.m0066",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityIncludeBinding.java,93,165,N,"class com.liangfeizc.databinding.model.User *User ActivityIncludeBinding.getUser()(class com.liangfeizc.databinding.databinding.ActivityIncludeBinding *this)",4,0.75,0.00,0,0,93 94,1
"boolean ActivityIncludeBinding.hasPendingBindings()","com.liangfeizc.databinding.databinding.ActivityIncludeBinding.hasPendingBindings():boolean",4,0,  ,235,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityIncludeBinding.java,49,165,N,"_Bool boolean ActivityIncludeBinding.hasPendingBindings()(class com.liangfeizc.databinding.databinding.ActivityIncludeBinding *this)",27,0.56,0.48,0,2,49 50 51 52 55 56 58 59 61,4
"ActivityIncludeBinding ActivityIncludeBinding.inflate(LayoutInflater)","com.liangfeizc.databinding.databinding.ActivityIncludeBinding.inflate(android.view.LayoutInflater):c5064",0,0,  ,31,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityIncludeBinding.java,145,165,N,"class com.liangfeizc.databinding.databinding.ActivityIncludeBinding *ActivityIncludeBinding ActivityIncludeBinding.inflate(LayoutInflater)(class android.view.LayoutInflater *inflater)",6,0.00,1.32,0,20,,1
"ActivityIncludeBinding ActivityIncludeBinding.inflate(LayoutInflater,ViewGroup,boolean)","com.liangfeizc.databinding.databinding.ActivityIncludeBinding.inflate(android.view.LayoutInflater,an85FC",1,0,  ,50,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityIncludeBinding.java,139,165,N,"class com.liangfeizc.databinding.databinding.ActivityIncludeBinding *ActivityIncludeBinding ActivityIncludeBinding.inflate(LayoutInflater,ViewGroup,boolean)(class android.view.LayoutInflater *inflater, class android.view.ViewGroup *root, _Bool attachToRoot)",6,0.83,0.60,0,3,139,1
"ActivityIncludeBinding ActivityIncludeBinding.inflate(LayoutInflater,DataBindingComponent)","com.liangfeizc.databinding.databinding.ActivityIncludeBinding.inflate(android.view.LayoutInflater,anCE42",1,0,  ,52,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityIncludeBinding.java,148,165,N,"class com.liangfeizc.databinding.databinding.ActivityIncludeBinding *ActivityIncludeBinding ActivityIncludeBinding.inflate(LayoutInflater,DataBindingComponent)(class android.view.LayoutInflater *inflater, class android.databinding.DataBindingComponent *bindingComponent)",6,0.83,1.30,1,18,148,1
"ActivityIncludeBinding ActivityIncludeBinding.inflate(LayoutInflater,ViewGroup,boolean,DataBindingComponent)","com.liangfeizc.databinding.databinding.ActivityIncludeBinding.inflate(android.view.LayoutInflater,anE110",1,0,  ,42,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityIncludeBinding.java,142,165,N,"class com.liangfeizc.databinding.databinding.ActivityIncludeBinding *ActivityIncludeBinding ActivityIncludeBinding.inflate(LayoutInflater,ViewGroup,boolean,DataBindingComponent)(class android.view.LayoutInflater *inflater, class android.view.ViewGroup *root, _Bool attachToRoot, class android.databinding.DataBindingComponent *bindingComponent)",5,0.80,0.48,1,1,142,1
"void ActivityIncludeBinding.invalidateAll()","com.liangfeizc.databinding.databinding.ActivityIncludeBinding.invalidateAll():void",1,0,  ,62,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityIncludeBinding.java,39,165,N,"void void ActivityIncludeBinding.invalidateAll()(class com.liangfeizc.databinding.databinding.ActivityIncludeBinding *this)",17,0.47,0.95,5,3,39 40 41 43 44 45 46,1
"boolean ActivityIncludeBinding.onFieldChange(int,Object,int)","com.liangfeizc.databinding.databinding.ActivityIncludeBinding.onFieldChange(int,java.lang.Object,int3E1B",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityIncludeBinding.java,98,165,N,"_Bool boolean ActivityIncludeBinding.onFieldChange(int,Object,int)(class com.liangfeizc.databinding.databinding.ActivityIncludeBinding *this, int localFieldId, class java.lang.Object *object, int fieldId)",4,0.75,0.00,0,0,98 101,1
"void ActivityIncludeBinding.setContact(Contact)","com.liangfeizc.databinding.databinding.ActivityIncludeBinding.setContact(com.liangfeizc.databinding.57DC",1,0,  ,50,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityIncludeBinding.java,76,165,N,"void void ActivityIncludeBinding.setContact(Contact)(class com.liangfeizc.databinding.databinding.ActivityIncludeBinding *this, class com.liangfeizc.databinding.model.Contact *contact)",16,0.44,0.48,1,1,76 77 78 79 81 82,1
"void ActivityIncludeBinding.setUser(User)","com.liangfeizc.databinding.databinding.ActivityIncludeBinding.setUser(com.liangfeizc.databinding.mod657D",1,0,  ,50,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityIncludeBinding.java,86,165,N,"void void ActivityIncludeBinding.setUser(User)(class com.liangfeizc.databinding.databinding.ActivityIncludeBinding *this, class com.liangfeizc.databinding.model.User *user)",16,0.44,0.48,1,1,86 87 88 89 91 92,1
"boolean ActivityIncludeBinding.setVariable(int,Object)","com.liangfeizc.databinding.databinding.ActivityIncludeBinding.setVariable(int,java.lang.Object):bool7C14",3,0,  ,111,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityIncludeBinding.java,64,165,N,"_Bool boolean ActivityIncludeBinding.setVariable(int,Object)(class com.liangfeizc.databinding.databinding.ActivityIncludeBinding *this, int variableId, class java.lang.Object *variable)",12,0.92,0.60,0,3,64 65 67 68 70 71 73,3
